image:tag,component/library,vulnerability,severity
jenkins/jenkins:2.332.3-jdk11,org.apache.sshd:sshd-common,CVE-2022-45047,CRITICAL
jenkins/jenkins:2.332.3-jdk11,org.apache.sshd:sshd-common,CVE-2024-41909,HIGH
jenkins/jenkins:2.332.3-jdk11,org.apache.sshd:sshd-common,CVE-2023-35887,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.apache.sshd:sshd-core,CVE-2022-45047,CRITICAL
jenkins/jenkins:2.332.3-jdk11,org.eclipse.jetty.http2:http2-common,CVE-2024-22201,HIGH
jenkins/jenkins:2.332.3-jdk11,org.eclipse.jetty.http2:http2-common,CVE-2023-44487,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.eclipse.jetty.http2:http2-hpack,CVE-2023-36478,HIGH
jenkins/jenkins:2.332.3-jdk11,org.eclipse.jetty.http2:http2-server,CVE-2022-2048,HIGH
jenkins/jenkins:2.332.3-jdk11,org.eclipse.jetty.http2:http2-server,CVE-2023-44487,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.eclipse.jetty:jetty-http,CVE-2023-40167,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.eclipse.jetty:jetty-http,CVE-2024-6763,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.eclipse.jetty:jetty-server,CVE-2023-26048,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.eclipse.jetty:jetty-server,CVE-2024-8184,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2024-23897,CRITICAL
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2022-34170,HIGH
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2022-34171,HIGH
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2022-34172,HIGH
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2023-27898,HIGH
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2023-27899,HIGH
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2023-27901,HIGH
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2023-35141,HIGH
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2023-39151,HIGH
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2023-43495,HIGH
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2023-43496,HIGH
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2024-23898,HIGH
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2024-43044,HIGH
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2022-0538,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2022-34174,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2023-27900,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2023-27902,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2023-43494,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2024-43045,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2024-47803,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:jenkins-core,CVE-2024-47804,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.jenkins-ci.main:remoting,CVE-2024-43044,HIGH
jenkins/jenkins:2.332.3-jdk11,org.json:json,CVE-2022-45688,HIGH
jenkins/jenkins:2.332.3-jdk11,org.json:json,CVE-2023-5072,HIGH
jenkins/jenkins:2.332.3-jdk11,org.springframework.security:spring-security-core,CVE-2022-22978,CRITICAL
jenkins/jenkins:2.332.3-jdk11,org.springframework.security:spring-security-core,CVE-2022-31692,CRITICAL
jenkins/jenkins:2.332.3-jdk11,org.springframework.security:spring-security-core,CVE-2024-22257,HIGH
jenkins/jenkins:2.332.3-jdk11,org.springframework.security:spring-security-core,CVE-2022-22976,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.springframework.security:spring-security-web,CVE-2022-22978,CRITICAL
jenkins/jenkins:2.332.3-jdk11,org.springframework.security:spring-security-web,CVE-2024-38821,CRITICAL
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-beans,CVE-2022-22965,CRITICAL
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-beans,CVE-2022-22970,HIGH
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-beans,CVE-2024-38827,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-context,CVE-2022-22968,HIGH
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-context,CVE-2024-38820,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-context,CVE-2024-38827,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-core,CVE-2024-38827,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-expression,CVE-2023-20863,HIGH
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-expression,CVE-2022-22950,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-expression,CVE-2023-20861,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-expression,CVE-2024-38808,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-expression,CVE-2024-38827,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-web,CVE-2016-1000027,CRITICAL
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-web,CVE-2024-22243,HIGH
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-web,CVE-2024-22259,HIGH
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-web,CVE-2024-22262,HIGH
jenkins/jenkins:2.332.3-jdk11,org.springframework:spring-web,CVE-2024-38809,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.yaml:snakeyaml,CVE-2022-1471,HIGH
jenkins/jenkins:2.332.3-jdk11,org.yaml:snakeyaml,CVE-2022-25857,HIGH
jenkins/jenkins:2.332.3-jdk11,org.yaml:snakeyaml,CVE-2022-38749,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.yaml:snakeyaml,CVE-2022-38750,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.yaml:snakeyaml,CVE-2022-38751,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.yaml:snakeyaml,CVE-2022-38752,MEDIUM
jenkins/jenkins:2.332.3-jdk11,org.yaml:snakeyaml,CVE-2022-41854,MEDIUM
